url,fecha_publicacion,fecha_limite,titulo,empresa,ocupacion,descripcion,pais,region,tipo_contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzIyNjU4NCAxMDI?lang=es,10/10/2025,31/12/2025,GEROCULTOR/A,,Cuidador de personas con discapacidad/cuidadora de personas con discapacidad,"PARA RESIDENCIA EN VILLAORNATE, LEÓN SE PRECISA GEROCUTOR/A. DEBE TENER O TITULACION DE AUX. ENFERMERIA O BIEN TECNICO EN ATENCION EN SITUACION DE DEPENDENCIA. O CERTIFICADO DE PROFESIONALIDAD O EL CURSO DE ATENCION SOCIOSANITARIA A PERSONAS EN INSTITUCIONES. ENVIAR CV A: MLUIS@GRUPOMIMARA.COM CON COPIA A ECYLALDEJUAN@JCYL.ES EN ASUNTO PONER GEROCULTOR
Datos de contacto:
CÓDIGO DE OFERTA: 082025015192 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",España,León,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzIxODQ3MiAxMDI?lang=es,10/10/2025,15/10/2025,TÉCNICO/A INFORMÁTICO/A (REF.042025003501),,Agente del servicio de asistencia de TIC,"FUNCIONES: Instalar, configurar y reparar equipos informáticos i ofimáticos. Desplazamiento por toda Menorca con vehículo de la empresa. Se requiere fuerza física para el desplazamiento e instalación de equipos periféricos. REQUISITOS: CFGM Informática, permiso de conducir B. CONDICIONES: Jornada de 35h semanales, contrato indefinido. 215000 euros brutos anuales pagas incluidad. Zona Maó (Menorca-Illes Balears).
Datos de contacto:
CÓDIGO DE OFERTA: 042025003501 Información e inscripciones en www.soib.es , oferta privada..

Para acceder al detalle de la oferta haga click aquí",Spain,,Contract
https://europa.eu/eures/portal/jv-se/jv-details/NzI2NjY2MiAxMDI?lang=es,10/10/2025,4/11/2025,"FISIOTERAPEUTAS, EN GENERAL",Oficina de Treball del SOC,Fisioterapeuta,"Datos de contacto:
CÓDIGO DE OFERTA: 092025025006 En caso de estar interesado/a en esta oferta de trabajo debe enviar un correo electrónico a la OFICINA DE TREBALL DE LA SEU D'URGELL otlaseu.soc@gencat.cat indicando el número de la oferta 09-2025-25006, sus datos identificativos (nombre y documento de identidad), sus datos de contacto (teléfono y correo electrónico) y currículum vitae..

Para acceder al detalle de la oferta haga click aquí",España,Lleida,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzIyNzUwMSAxMDI?lang=es,10/10/2025,25/10/2025,AUXILIARES DE ENFERMERÍA,,Auxiliar de enfermería,"OFERTA Nº 15579 DE 1 PUESTOS DE AUXILIAR DE ENFERMERÍA-CUIDADOR PARA RESIDENCIA EN MUGA DE SAYAGO (ZAMORA). LOS INTERESADOS/AS DEBEN ENVIAR SU CV A ECYLDOCTORFLEMING.OFERTAS@JCYL.ES (INDICANDO EL Nº DE LA OFERTA). FUNCIONES: LAS PROPIAS DE AUXILIAR DE ENFERMERÍA EN RESIDENCIAS DE PERSONAS MAYORES. CONDICIONES: CONTRATO INDEFINIDO A JORNADA COMPLETA. JORNADA DE MAÑANAS-TARDES-NOCHES SEGÚN CUADRANTE. SALARIO SEGÚN CONVENIO. REQUISITOS: ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES. AUXILIAR DE CLÍNICA EN GERIATRÍA. AUXILIAR DE ENFERMERÍA. CERTIFICADO PROFESIONALIDAD INSTITUCIONES. HABILITACIÓN EXCEPCIONAL/PROVISIONAL.
Datos de contacto:
CÓDIGO DE OFERTA: 082025015579 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",España,Zamora,Determinado
https://europa.eu/eures/portal/jv-se/jv-details/NzIyNzU0MyAxMDI?lang=es,10/10/2025,31/10/2025,COMERCIAL DE MAQUINARIA,,representante comercial,"DESCRIPCIÓN: Empresa especializada en la fabricación, venta, reparación y servicio técnico de maquinaria para trabajar con tubos, varillas y perfiles metálicos, ubicada en Luceni. REQUISITOS: 24 meses de experiencia como COMERCIAL DE MAQUINARIA y carnet de conducir B. FUNCIONES: Gestionar la cuenta de clientes asignados en territorio nacional (País Vasco, Navarra, Burgos, Cantabria, León), desarrollo del negocio y búsqueda de nuevos clientes, asesoramiento comercial y técnico en la medida de lo posible, elaboración y seguimiento de las ofertas mediante ERP y CRM, gestionar actividades entre departamentos. CONDICIONES: El salario se negociará con la empresa. Existe vehículo de empresa.
Datos de contacto:
CÓDIGO DE OFERTA: 022025006403 OFICINA EMPLEO INAEM-CENTRO (Doctor Cerrada 3). Si quiere ser candidato/a y cumple los requisitos, deberá: - Si TIENE clave a GESTIÓN DE LA DEMANDA ONLINE , agregar esta oferta a su cesta y pedirla a través de la opción Quiero ser candidato/a . Puede revisar tutoriales en https://inaem.aragon.es/es/gestion-de-la-demanda-online - Si NO TIENE claves de acceso, puede llamar al teléfono 976216157, de 9 a 14 horas, indicando el número de la oferta y su DNI. Es imprescindible estar inscrito en una Oficina de Empleo con la demanda activa. La gestión de esta oferta estará disponible mientras aparezca publicada en la web https://inaem.aragon.es/ofertas-de-empleo.

Para acceder al detalle de la oferta haga click aquí",España,Zaragoza,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzIyNzUyMCAxMDI?lang=es,10/10/2025,25/10/2025,ENFERMEROS DE CUIDADOS GENERALES,,Enfermero responsable de cuidados generales/enfermera responsable de cuidados generales,"OFERTA Nº 15585 DE ENFERMERO PARA RESIDENCIA EN FERMOSELLE. LOS INTERESADOS/AS DEBEN ENVIAR EL C.V. A ECYLDOCTORFLEMING.OFERTAS@JCYL.ES (INDICANDO EN EL ASUNTO EL NÚMERO DE LA OFERTA). CONDICIONES: CONTRATO INDEFINIDO A JORNADA PARCIAL. HORARIO A TURNOS. SALARIO SEGÚN CONVENIO. REQUISTOS: DIPLOMADO/GRADO EN ENFERMERÍA.
Datos de contacto:
CÓDIGO DE OFERTA: 082025015585 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",España,Zamora,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzIwMDk1NyAxMDI?lang=es,10/10/2025,30/12/2025,ADMINISTRATIVO/A PARA DEPARTAMENTO LABORAL,,Administrativo de nóminas/administrativa de nóminas,"Datos de contacto:
CÓDIGO DE OFERTA: 162025006318 945160600 / www.lanbide.eus.

Para acceder al detalle de la oferta haga click aquí",España,Bizkaia,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzE5MjQ2MyAxMDI?lang=es,10/10/2025,7/11/2025,ENFERMERO/A (REF. 3785),,Enfermero especialista/enfermera especialista,"FUNCIONES: Valorar las necesidades de atención de las/os residentes. Realizar un seguimiento de las patologías y enfermedades comunes de las personas residentes, administrando la medicación que precisen según prescripciones facultativas. Promover el autocuidado y fomentar la autonomía. Toma de constantes vitales. REQUISITOS: Diplomatura o grado en enfermería. Permiso de conducir y disponibilidad de vehículo para acudir al centro de trabajo. SE VALORARÁ: Experiencia demostrable en la ocupación. CONDICIONES: Contrato laboral indefinido. Jornada parcial de 20 horas semanales. Horario negociable. Salario y demás condiciones laborales según Convenio colectivo de Geriátricos del Principado de Asturias, negociable según valía.
Datos de contacto:
CÓDIGO DE OFERTA: 032025003785 Las personas interesadas, que cumplan los requisitos, enviarán currículum vítae a la siguiente dirección de correo electrónico: gerencia@dhisgroup.com Indicar en el asunto del email: enfermero/a..

Para acceder al detalle de la oferta haga click aquí",España,Asturias,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzI2ODcwMCAxMDI?lang=es,10/10/2025,8/11/2025,AUXILIARES DE ENFERMERÍA,,Auxiliar de enfermería,"CLÍNICA OFTALMOLÓGICA UBICADA EN GRANOLLERS BUSCA TÉCNICO/A DE CUIDADOS AUXILIARES DE ENFERMERÍA. FORMACIÓN REQUERIDA CFGM DE TÉCNICO/A DE CUIDADOS AUXILIARES DE ENFERMERÍA. SE VALORARÁ EXPERIENCIA EN OFTALMOLOGÍA. TAREAS DE RECEPCIÓN DEL Y DE LA PACIENTE, ATENCIÓN TELEFÓNICA, TAREAS ADMINISTRATIVAS DE LA CLÍNICA, COBROS, REALIZACIÓN DE PRUEBAS OFTALMOLÓGICAS NO INVASIVAS. SE OFRECE CONTRATO INDEFINIDO, JORNADA COMPLETA (MAÑANA Y TARDE), SALARIO BRUTO MENSUAL DE 1.758¤.
Datos de contacto:
CÓDIGO DE OFERTA: 092025025203 En caso de estar interesado/a en esta oferta de trabajo debe enviar un correo electrónico a la OFICINA DE TREBALL DE GRANOLLERS FRANQUESES ofertesgranoll.soc@gencat.cat indicando el número de la oferta 09-2025-25203, sus datos identificativos (nombre y documento de identidad), sus datos de contacto (teléfono y correo electrónico) y currículum vitae..

Para acceder al detalle de la oferta haga click aquí",España,Barcelona,Contrato
https://europa.eu/eures/portal/jv-se/jv-details/NzIyNzYyMyAxMDI?lang=es,10/10/2025,25/10/2025,ENFERMERO/A PARA RESIDENCIA DE MAYORES EN VILLALMANZO (BURGOS),,Enfermero responsable de cuidados generales/enfermera responsable de cuidados generales,"SE PRECISA PERSONAL DE ENFERMERÍA PARA RESIDENCIA DE MAYORES EN VILLALMANZO (BURGOS). CONTRATO DE DURACIÓN INDEFINIDA CON JORNADA DE 2 HORAS/SEMANA DE LUNES A DOMINGO CON HORARIO DE MAÑANA Y DE TARDE. SALARIO SEGÚN CONVENIO
Datos de contacto:
CÓDIGO DE OFERTA: 082025015615 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",Spain,Burgos,Contract
https://europa.eu/eures/portal/jv-se/jv-details/NzIwMjE4OCAxMDI?lang=es,10/10/2025,15/01/2026,TERAPEUTAS OCUPACIONALES,,terapeuta ocupacional,"OFERTA N 12093 DE TERAPEUTA OCUPACIONAL PARA RESIDENCIA EN FARIZA. LOS INTERESADOS/AS DEBEN ENVIAR SU CV A ECYLDOCTORFLEMING.OFERTAS@JCYL.ES (INDICANDO EN EL ASUNTO EL Nº DE LA OFERTA). CONDICIONES: CONTRATO TEMPORAL A JORNADA PARCIAL. HORARIO A TURNOS. REQUISITOS: DIPLOMATURA/GRADO EN FISIOTERAPIA.
Datos de contacto:
CÓDIGO DE OFERTA: 082025012093 Para más información acuda a empleocastillayleon.jcyl.es/oficinavirtual.

Para acceder al detalle de la oferta haga click aquí",España,Zamora,Contrato
